Image_path,Condition
img_7765041.jpg,1
img_4517878.jpg,1
img_4538033.jpg,1
img_4537024.jpg,1
img_7764537.jpg,1
img_7768709.jpg,1
img_4516954.jpg,1
img_4534820.jpg,1
img_7762199.jpg,0
img_7768762.jpg,1
img_4538312.jpg,1
img_4515772.jpg,1
img_453565.jpg,0
img_4637756.jpg,1
img_7763290.jpg,0
img_4634206.jpg,0
img_4635465.jpg,1
img_4538221.jpg,1
img_4538230.jpg,1
img_4636783.jpg,1
img_7768082.jpg,1
img_7767368.jpg,1
img_4537268.jpg,1
img_4514501.jpg,1
img_7764700.jpg,1
img_4538550.jpg,1
img_4638035.jpg,1
img_4638322.jpg,1
img_4536503.jpg,1
img_4517490.jpg,1
img_4635057.jpg,1
img_4517089.jpg,1
img_4536853.jpg,1
img_4535741.jpg,1
img_4636466.jpg,1
img_4636487.jpg,1
img_4514527.jpg,1
img_7767408.jpg,1
img_4638662.jpg,1
img_4637714.jpg,1
img_4518270.jpg,1
img_4636005.jpg,1
img_7767840.jpg,1
img_7767858.jpg,1
img_7766299.jpg,1
img_4537993.jpg,1
img_4635494.jpg,1
img_4638286.jpg,1
img_7765307.jpg,1
img_7766995.jpg,1
img_4514159.jpg,0
img_7768274.jpg,1
img_4535859.jpg,1
img_7764918.jpg,1
img_4637051.jpg,1
img_4514606.jpg,1
img_4633906.jpg,0
img_7766227.jpg,1
img_4535962.jpg,1
img_4535673.jpg,1
img_4634667.jpg,1
img_7765424.jpg,1
img_4517509.jpg,1
img_4537007.jpg,1
img_7768103.jpg,1
img_4538742.jpg,0
img_4537429.jpg,1
img_7765362.jpg,1
img_4637237.jpg,1
img_4513976.jpg,0
img_7767281.jpg,1
img_4638484.jpg,1
img_4514974.jpg,1
img_4638717.jpg,1
img_7765381.jpg,1
img_4636681.jpg,1
img_7766747.jpg,1
img_4516685.jpg,1
img_7768090.jpg,1
img_7766260.jpg,1
img_4535370.jpg,1
img_4637438.jpg,1
img_7766559.jpg,1
img_4515082.jpg,1
img_4536164.jpg,1
img_4536187.jpg,1
img_7768013.jpg,1
img_4516762.jpg,1
img_7766239.jpg,1
img_7765163.jpg,1
img_7768562.jpg,1
img_4537363.jpg,1
img_7765775.jpg,1
img_4517357.jpg,1
img_4518790.jpg,1
img_4518976.jpg,1
img_7768834.jpg,1
img_7765929.jpg,1
img_4517951.jpg,1
img_4535551.jpg,1
img_4636763.jpg,1
img_4636523.jpg,1
img_4638296.jpg,1
img_7766132.jpg,1
img_4516447.jpg,1
img_4518289.jpg,1
img_4517683.jpg,1
img_4536839.jpg,1
img_4514561.jpg,1
img_7766661.jpg,1
img_4635305.jpg,1
img_7766741.jpg,1
img_7766704.jpg,1
img_7768500.jpg,1
img_4515999.jpg,1
img_4534841.jpg,1
img_4515506.jpg,1
img_4538841.jpg,1
img_7766640.jpg,1
img_7763870.jpg,0
img_7764743.jpg,1
img_4516408.jpg,1
img_7768625.jpg,0
img_4515664.jpg,1
img_4637500.jpg,1
img_4536949.jpg,1
img_7767755.jpg,1
img_4635689.jpg,1
img_4516010.jpg,1
img_4517623.jpg,1
img_4516658.jpg,1
img_7768800.jpg,1
img_4537920.jpg,1
img_7766266.jpg,1
img_4537631.jpg,1
img_4634389.jpg,0
img_4517626.jpg,1
img_7764685.jpg,1
img_7765016.jpg,1
img_7764067.jpg,0
img_4515244.jpg,1
img_4532780.jpg,0
img_4517320.jpg,1
img_7765420.jpg,1
img_4632362.jpg,0
img_4634850.jpg,1
img_4518863.jpg,1
img_4635220.jpg,1
img_4635394.jpg,1
img_4535788.jpg,1
img_4535313.jpg,1
img_4518769.jpg,1
img_4536398.jpg,1
img_7765600.jpg,1
img_4636951.jpg,1
img_4538635.jpg,1
img_4514894.jpg,1
img_4536341.jpg,1
img_4635923.jpg,1
img_7765492.jpg,1
img_4538596.jpg,1
img_4538958.jpg,1
img_4637053.jpg,1
img_4636380.jpg,1
img_7767360.jpg,1
img_4538615.jpg,1
img_4517650.jpg,1
img_4535269.jpg,1
img_4517436.jpg,1
img_4537895.jpg,1
img_4638723.jpg,1
img_4537220.jpg,1
img_7768574.jpg,1
img_4638023.jpg,1
img_4535672.jpg,1
img_4632759.jpg,0
img_7764738.jpg,1
img_4535773.jpg,1
img_7766808.jpg,1
img_7762023.jpg,0
img_4636232.jpg,1
img_4635527.jpg,1
img_7767358.jpg,1
img_4517434.jpg,1
img_7768376.jpg,1
img_7766907.jpg,1
img_4536360.jpg,1
img_4534674.jpg,1
img_4635849.jpg,1
img_4638367.jpg,1
img_4635213.jpg,1
img_4637028.jpg,1
img_4518363.jpg,1
img_4538616.jpg,1
img_4517828.jpg,1
img_4536282.jpg,1
img_4635206.jpg,1
img_4635531.jpg,1
img_7767311.jpg,1
img_4516723.jpg,1
img_4516483.jpg,1
img_4536180.jpg,1
img_7766895.jpg,1
img_4636874.jpg,1
img_4638337.jpg,1
img_7764945.jpg,1
img_4635410.jpg,1
img_7764865.jpg,1
img_4518251.jpg,1
img_4632733.jpg,0
img_4516728.jpg,1
img_7768431.jpg,1
img_7767504.jpg,1
img_7768888.jpg,1
img_4636445.jpg,1
img_4534554.jpg,1
img_4517137.jpg,1
img_7767729.jpg,1
img_4517173.jpg,1
img_7766876.jpg,1
img_4535711.jpg,1
img_7765469.jpg,1
img_4517985.jpg,1
img_4535946.jpg,1
img_4515289.jpg,1
img_4535687.jpg,1
img_4635761.jpg,1
img_4636868.jpg,1
img_4516048.jpg,1
img_7767860.jpg,1
img_7767450.jpg,1
img_4538469.jpg,1
img_4537664.jpg,1
img_4535981.jpg,1
img_7766870.jpg,1
img_4517804.jpg,1
img_4516021.jpg,1
img_4516312.jpg,1
img_4634605.jpg,1
img_7764962.jpg,1
img_7767857.jpg,1
img_4536637.jpg,1
img_4518858.jpg,1
img_4635842.jpg,1
img_7761878.jpg,0
img_4638264.jpg,1
img_4637728.jpg,1
img_4637313.jpg,1
img_4634599.jpg,1
img_7765460.jpg,1
img_7767471.jpg,1
img_4536788.jpg,1
img_4514772.jpg,1
img_7766618.jpg,1
img_7766798.jpg,1
img_7765341.jpg,1
img_4538959.jpg,1
img_4535719.jpg,1
img_4638520.jpg,1
img_7767067.jpg,1
img_4535209.jpg,1
img_4637693.jpg,1
img_4516764.jpg,1
img_4516999.jpg,1
img_4636799.jpg,1
img_4537465.jpg,1
img_4518177.jpg,1
img_4535337.jpg,1
img_4516605.jpg,1
img_4634885.jpg,1
img_4514658.jpg,1
img_4538164.jpg,1
img_4518722.jpg,1
img_4638007.jpg,1
img_4536721.jpg,1
img_4635898.jpg,1
img_4516305.jpg,1
img_4637619.jpg,1
img_4638613.jpg,1
img_4638718.jpg,1
img_4636924.jpg,1
img_4534939.jpg,1
img_4637513.jpg,1
img_7766040.jpg,1
img_4515722.jpg,0
img_4638171.jpg,1
img_4515759.jpg,1
img_4638152.jpg,1
img_7767135.jpg,1
img_4636599.jpg,1
img_7764927.jpg,1
img_7768831.jpg,1
img_4514612.jpg,1
img_4537822.jpg,1
img_4535790.jpg,1
img_4635963.jpg,1
img_4637941.jpg,1
img_4638496.jpg,1
img_4518384.jpg,1
img_7768835.jpg,1
img_7765486.jpg,1
img_4535090.jpg,1
img_4636396.jpg,1
img_4638395.jpg,1
img_4634694.jpg,1
img_4635865.jpg,1
img_4537240.jpg,1
img_4518199.jpg,1
img_4517279.jpg,1
img_4536649.jpg,1
img_4515709.jpg,1
img_4637873.jpg,1
img_7765442.jpg,1
img_4513009.jpg,0
img_4537670.jpg,1
img_7766738.jpg,1
img_4518276.jpg,1
img_4635047.jpg,1
img_4632741.jpg,0
img_4518948.jpg,1
img_7767215.jpg,1
img_7765693.jpg,1
img_7767299.jpg,1
img_4535519.jpg,1
img_4638428.jpg,1
img_4538985.jpg,1
img_4517781.jpg,1
img_7765008.jpg,1
img_4531097.jpg,0
img_7767017.jpg,1
img_4538773.jpg,1
img_4531551.jpg,0
img_4537145.jpg,1
img_7767238.jpg,1
img_7765785.jpg,1
img_7767708.jpg,1
img_7766004.jpg,1
img_4638479.jpg,1
img_4515238.jpg,1
img_4516880.jpg,1
img_7765014.jpg,1
img_4536813.jpg,1
img_4538608.jpg,1
img_7764768.jpg,1
img_4537725.jpg,1
img_7766097.jpg,1
img_4635210.jpg,1
img_4537561.jpg,1
img_4536992.jpg,1
img_7766421.jpg,1
img_4636065.jpg,1
img_4511041.jpg,0
img_4538655.jpg,1
img_4515247.jpg,1
img_4538194.jpg,1
img_4638067.jpg,1
img_7767403.jpg,1
img_4514598.jpg,1
img_4538445.jpg,1
img_463653.jpg,0
img_7764639.jpg,1
img_4515414.jpg,1
img_4638578.jpg,1
img_7764686.jpg,1
img_4537526.jpg,1
img_4635034.jpg,1
img_7764641.jpg,1
img_4534666.jpg,1
img_4536997.jpg,1
img_4514749.jpg,1
img_4534823.jpg,1
img_4634943.jpg,1
img_4538731.jpg,1
img_4534585.jpg,1
img_4518084.jpg,1
img_4637157.jpg,1
img_4517377.jpg,1
img_4637205.jpg,1
img_4636072.jpg,1
img_463730.jpg,0
img_451549.jpg,0
img_7766098.jpg,1
img_4515569.jpg,1
img_4536648.jpg,1
img_451490.jpg,0
img_4537605.jpg,1
img_4517337.jpg,1
img_7765585.jpg,1
img_7766243.jpg,1
img_4534783.jpg,1
img_4518990.jpg,1
img_4516301.jpg,1
img_4636110.jpg,1
img_4516671.jpg,1
img_4534982.jpg,1
img_4638487.jpg,1
img_4637001.jpg,1
img_4514629.jpg,1
img_4538291.jpg,1
img_4632958.jpg,0
img_4516828.jpg,1
img_7768950.jpg,1
img_4518736.jpg,1
img_4635824.jpg,1
img_4515331.jpg,1
img_7767865.jpg,1
img_7766740.jpg,1
img_4538260.jpg,1
img_4514864.jpg,1
img_4538003.jpg,1
img_4535427.jpg,1
img_7768963.jpg,1
img_4516133.jpg,1
img_7766913.jpg,1
img_4517867.jpg,1
img_4635558.jpg,1
img_7766733.jpg,1
img_4632365.jpg,0
img_4535665.jpg,1
img_4635567.jpg,1
img_4536390.jpg,1
img_7765516.jpg,1
img_4637564.jpg,1
img_4518271.jpg,1
img_4634938.jpg,1
img_7768622.jpg,1
img_4535834.jpg,1
img_4634524.jpg,1
img_4534847.jpg,1
img_4535364.jpg,1
img_7766166.jpg,1
img_4637989.jpg,1
img_4536929.jpg,1
img_4534543.jpg,1
img_4637443.jpg,1
img_4638805.jpg,1
img_4513344.jpg,0
img_4635562.jpg,0
img_4638392.jpg,1
img_4515160.jpg,1
img_4636384.jpg,1
img_4638254.jpg,1
img_7765500.jpg,1
img_4514646.jpg,1
img_4518247.jpg,1
img_4634763.jpg,1
img_4634983.jpg,1
img_4537191.jpg,1
img_4635564.jpg,1
img_4638960.jpg,1
img_4535845.jpg,1
img_4638321.jpg,1
img_4634973.jpg,1
img_4536328.jpg,1
img_776823.jpg,0
img_7768476.jpg,0
img_4635954.jpg,1
img_7766060.jpg,1
img_4537476.jpg,1
img_4537767.jpg,1
img_7764807.jpg,1
img_4635586.jpg,1
img_4636484.jpg,1
img_4637000.jpg,1
img_4537167.jpg,1
img_7766034.jpg,1
img_4514532.jpg,1
img_4636670.jpg,1
img_4638059.jpg,1
img_4537262.jpg,1
img_4514709.jpg,0
img_7768219.jpg,1
img_4637200.jpg,1
